        162        162
         0.8434663484          -0.1827424714          -0.5051432551
         0.7379905791           0.0651765777          -0.6716561016
         0.3692562437           0.8989360365          -0.2357198099
         0.4344438541           0.7457136377          -0.5051432551
         0.1660650217           0.7220114194          -0.6716561016
        -0.0649898290           0.8605850417          -0.5051432551
         0.0605892524           0.9699304685          -0.2357198099
         0.0868470176          -0.8586546962          -0.5051432551
         0.2900382396          -0.6817300791          -0.6716561016
         0.5584170720          -0.6580278608          -0.5051432551
         0.5210930903          -0.8203037014          -0.2357198099
         0.2296467686          -0.9442979047          -0.2357198099
         0.7408325207          -0.6289700689           0.2357198099
         0.9037355838          -0.3573488014           0.2357198099
         0.8385479733          -0.2041264026           0.5051432551
         0.6353567514          -0.3810510197           0.6716561016
         0.5749652804          -0.6436188454           0.5051432551
        -0.5749652804           0.6436188454          -0.5051432551
        -0.6353567514           0.3810510197          -0.6716561016
        -0.8385479733           0.2041264026          -0.5051432551
        -0.9037355838           0.3573488014          -0.2357198099
        -0.7408325207           0.6289700689          -0.2357198099
         0.0603914710           0.2625678257          -0.9630218103
         0.2683788324           0.0237022183          -0.9630218103
         0.1054757693          -0.2479190491          -0.9630218103
        -0.2031912220          -0.1769246171          -0.9630218103
        -0.2310548507           0.1385736223          -0.9630218103
         0.4532613197           0.7344279869           0.5051432551
         0.5587370890           0.4865089377           0.6716561016
         0.7897919397           0.3479353154           0.5051432551
         0.8271159214           0.5102111560           0.2357198099
         0.6191285600           0.7490767634           0.2357198099
        -0.6191285600          -0.7490767634          -0.2357198099
        -0.8271159214          -0.5102111560          -0.2357198099
        -0.7897919397          -0.3479353154          -0.5051432551
        -0.5587370890          -0.4865089377          -0.6716561016
        -0.4532613197          -0.7344279869          -0.5051432551
        -0.2296467686           0.9442979047           0.2357198099
        -0.5210930903           0.8203037014           0.2357198099
        -0.5584170720           0.6580278608           0.5051432551
        -0.2900382396           0.6817300791           0.6716561016
        -0.0868470176           0.8586546962           0.5051432551
        -0.7389477008           0.6174931387           0.2695524424
        -0.8927233180           0.3610907895           0.2695524424
        -0.6485012287           0.2146202028           0.7303316540
        -0.4947256115           0.4710225519           0.7303316540
        -0.9607746082           0.0652198824          -0.2695524424
        -0.9960073301          -0.0879636556          -0.0152247717
        -0.8574905961           0.5142743275           0.0152247717
        -0.7540831171          -0.6566025121           0.0152247717
        -0.8156182708          -0.5119651523           0.2695524424
        -0.9344721764          -0.2326010154          -0.2695524424
        -0.4045138430          -0.5504400294           0.7303316540
        -0.6008476888          -0.3249580433           0.7303316540
        -0.6192844249          -0.7374471383           0.2695524424
        -0.3951596413           0.2369943877           0.8875147988
        -0.3475061014          -0.3025838584           0.8875147988
        -0.3589234758          -0.8935968998          -0.2695524424
        -0.2241247837          -0.9744415260          -0.0152247717
        -0.0675510718          -0.9606135193          -0.2695524424
         0.3914415994          -0.9200769971           0.0152247717
         0.2348678876          -0.9339050038           0.2695524424
         0.5099844947          -0.8168581860           0.2695524424
         0.3984979249          -0.5548108497           0.7303316540
         0.1233813177          -0.6718576676           0.7303316540
         0.1803890593          -0.4240014966           0.8875147988
         0.4589926712           0.0405365222           0.8875147988
         0.6507991050           0.2075480669           0.7303316540
         0.2950904458           0.6160659899           0.7303316540
         0.1032840121           0.4490544452           0.8875147988
         0.0037180419           0.6830826094           0.7303316540
         0.6771015368          -0.0902728309           0.7303316540
         0.9344721764           0.2326010154           0.2695524424
         0.9960073301           0.0879636556           0.0152247717
         0.8156182708           0.5119651523          -0.2695524424
         0.7540831171           0.6566025121          -0.0152247717
         0.8574905961          -0.5142743275          -0.0152247717
         0.8927233180          -0.3610907895          -0.2695524424
         0.9607746082          -0.0652198824           0.2695524424
         0.4947256115          -0.4710225519          -0.7303316540
         0.6485012287          -0.2146202028          -0.7303316540
         0.7389477008          -0.6174931387          -0.2695524424
         0.3475061014           0.3025838584          -0.8875147988
         0.6008476888           0.3249580433          -0.7303316540
         0.3951596413          -0.2369943877          -0.8875147988
         0.6192844249           0.7374471383          -0.2695524424
         0.4045138430           0.5504400294          -0.7303316540
         0.2241247837           0.9744415260           0.0152247717
         0.3589234758           0.8935968998           0.2695524424
        -0.1803890593           0.4240014966          -0.8875147988
        -0.1233813177           0.6718576676          -0.7303316540
        -0.3984979249           0.5548108497          -0.7303316540
        -0.5099844947           0.8168581860          -0.2695524424
        -0.2348678876           0.9339050038          -0.2695524424
        -0.3914415994           0.9200769971          -0.0152247717
         0.0675510718           0.9606135193           0.2695524424
        -0.2950904458          -0.6160659899          -0.7303316540
        -0.0037180419          -0.6830826094          -0.7303316540
        -0.1032840121          -0.4490544452          -0.8875147988
        -0.4589926712          -0.0405365222          -0.8875147988
        -0.6771015368           0.0902728309          -0.7303316540
        -0.6507991050          -0.2075480669          -0.7303316540
